region_10,district_10,constituency_10,ward_10,total_candidates_10,ward_total_votes_10,ward_id_10,votes_AFP_10,votes_CCM_10,votes_CHADEMA_10,votes_CHAUSTA_10,votes_CUF_10,votes_DP_10,votes_JAHAZI_ASILIA_10,votes_NCCR_MAGEUZI_10,votes_NLD_10,votes_NRA_10,votes_other_10,votes_SAU_10,votes_TADEA_10,votes_TLP_10,votes_UDP_10,votes_UMD_10,votes_UPDP_10
manispaa ya temeke,kigamboni,vijibweni,kanyopa lucy joachim,1,1560,1382,,1560,,,,,,,,,,,,,,,
manispaa ya temeke,kigamboni,vijibweni,nurali juma dewji,1,2558,1410,,,,,2558,,,,,,,,,,,,
manispaa ya temeke,kigamboni,vijibweni,samson beatus nyakunga,1,511,1418,,,511,,,,,,,,,,,,,,
manispaa ya temeke,temeke,azimio,fatuma mfaume mkimo,1,94,1440,,,,,,,,,94,,,,,,,,
manispaa ya temeke,temeke,azimio,kalembo sefu abdala,1,50,1446,,,,,,,,,,50,,,,,,,
manispaa ya temeke,temeke,azimio,kilio mwinshehe kiwope,1,32,1448,,,,,,,,,,,,,,,,32,
manispaa ya temeke,temeke,azimio,kitundu saidi omary,1,20,1452,,,,,,,,,,,,20,,,,,
manispaa ya temeke,temeke,azimio,matogoro abdu ally,1,5640,1457,,,,,5640,,,,,,,,,,,,
manispaa ya temeke,temeke,azimio,mtolia mohamed saidi,1,98,1466,,,,,,,,98,,,,,,,,,
manispaa ya temeke,temeke,azimio,mzuzuri hamis abdallah,1,6613,1470,,6613,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,azimio,shaibu ausi akili,1,1908,1483,,,1908,,,,,,,,,,,,,,
manispaa ya temeke,temeke,buza,hamisa ramadhani ally,1,41,1442,,,,,,,,,,41,,,,,,,
manispaa ya temeke,temeke,buza,kapinga morrice edimundi,1,2829,1447,,2829,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,buza,mapuyu salehe mwinshehe,1,1230,1456,,,,,1230,,,,,,,,,,,,
manispaa ya temeke,temeke,buza,mpojola rashidi ally,1,18,1464,,,,,,,,,,,,,,,,18,
manispaa ya temeke,temeke,buza,ngakolwa abdul kombo,1,34,1473,34,,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,buza,shirima silvanus lawrence,1,1521,1484,,,1521,,,,,,,,,,,,,,
manispaa ya temeke,temeke,chang'ombe,mbwirani ramadhani saidi,1,1396,1458,,,1396,,,,,,,,,,,,,,
manispaa ya temeke,temeke,chang'ombe,mohamed hamisi othumani,1,1388,1461,,,,,1388,,,,,,,,,,,,
manispaa ya temeke,temeke,chang'ombe,noel lucas kipangule,1,2393,1475,,2393,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,keko,john kassian kimwei,1,26,1444,,,,,,,,,,,,,,,,,26
manispaa ya temeke,temeke,keko,mtawa francis samson,1,3643,1465,,3643,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,keko,ngowi frank mbararia,1,72,1474,,,,,,,,,,,,,,72,,,
manispaa ya temeke,temeke,keko,rasta haruna kajoro,1,41,1479,41,,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,keko,rushanshumwa ismaili yusuph,1,2858,1480,,,,,2858,,,,,,,,,,,,
manispaa ya temeke,temeke,keko,tossy elizabeth david,1,2364,1486,,,2364,,,,,,,,,,,,,,
manispaa ya temeke,temeke,kilakala,elizebeth alatanga magwaja,1,2834,1437,,2834,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,kilakala,kinjokwile mussa saidi,1,1183,1450,,,,,1183,,,,,,,,,,,,
manispaa ya temeke,temeke,kilakala,majura sifa mtiti,1,1431,1455,,,1431,,,,,,,,,,,,,,
manispaa ya temeke,temeke,kurasini,juma rajabu kitema,1,3338,1445,,,3338,,,,,,,,,,,,,,
manispaa ya temeke,temeke,kurasini,kimati wilfred moris,1,3628,1449,,3628,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,kurasini,rajabu haruna nkumilwa,1,1401,1478,,,,,1401,,,,,,,,,,,,
manispaa ya temeke,temeke,makangarawe,mwakasendile victor michael,1,4262,1468,,4262,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,makangarawe,neema ramadhani mkwama,1,1902,1472,,,1902,,,,,,,,,,,,,,
manispaa ya temeke,temeke,makangarawe,twalibu bashir mohamed,1,2503,1487,,,,,2503,,,,,,,,,,,,
manispaa ya temeke,temeke,miburani,athumani seif kibuki,1,20,1432,,,,20,,,,,,,,,,,,,
manispaa ya temeke,temeke,miburani,emma esio mwombela,1,130,1438,,,,,,,,,,,,,,130,,,
manispaa ya temeke,temeke,miburani,gracious . mwanguya,1,2666,1441,,,2666,,,,,,,,,,,,,,
manispaa ya temeke,temeke,miburani,mkenga juma rajab,1,6408,1460,,6408,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,miburani,yusuph rajabu lunyalile,1,1187,1488,,,,,1187,,,,,,,,,,,,
manispaa ya temeke,temeke,mtoni,ahamadi juma chibwana,1,49,1430,,,,,,,,,,,,,,,49,,
manispaa ya temeke,temeke,mtoni,dotto juma changira,1,3495,1436,,,3495,,,,,,,,,,,,,,
manispaa ya temeke,temeke,mtoni,kinyaka ali shabani,1,5971,1451,,5971,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,mtoni,liward salum mohamed,1,109,1453,,,,,,,,109,,,,,,,,,
manispaa ya temeke,temeke,mtoni,mwagala seif juma,1,3589,1467,,,,,3589,,,,,,,,,,,,
manispaa ya temeke,temeke,sandali,nanimuka juma mussa,1,3560,1471,,,3560,,,,,,,,,,,,,,
manispaa ya temeke,temeke,sandali,salumu abdallah mmeleke,1,1695,1481,,,,,1695,,,,,,,,,,,,
manispaa ya temeke,temeke,sandali,tarimo abel wilbard,1,5569,1485,,5569,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,tandika,hamza ally kinyema,1,906,1443,906,,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,tandika,m'bezi adam bakari,1,4227,1454,,,,,4227,,,,,,,,,,,,
manispaa ya temeke,temeke,tandika,mohamed salum bongo,1,1419,1462,,,1419,,,,,,,,,,,,,,
manispaa ya temeke,temeke,tandika,omari muhamudu makando,1,49,1477,,,,,,,,,,,,,,49,,,
manispaa ya temeke,temeke,tandika,shabani moyo kirita,1,0,1482,,,,,,,,,,,,0,,,,,
manispaa ya temeke,temeke,tandika,zena yusuph mgaya,1,4232,1489,,4232,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,temeke,aisha juma selemani,1,39,1431,,,,,,,,,,,,39,,,,,
manispaa ya temeke,temeke,temeke,fadhili elliakunda mbonea,1,1914,1439,,,1914,,,,,,,,,,,,,,
manispaa ya temeke,temeke,temeke,mpendu salum omary,1,31,1463,,,,,,,,,,,,,,,,31,
manispaa ya temeke,temeke,temeke,mzezele jumanne said,1,1652,1469,,,,,1652,,,,,,,,,,,,
manispaa ya temeke,temeke,temeke,nsombo hamis shaaban,1,3198,1476,,3198,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,yombo vituka,capt.makinda kenny dickens,1,5771,1433,,5771,,,,,,,,,,,,,,,
manispaa ya temeke,temeke,yombo vituka,cosmas peter maganga,1,35,1434,,,,,,,,,,,,35,,,,,
manispaa ya temeke,temeke,yombo vituka,darisudi juma kibwana,1,1875,1435,,,,,1875,,,,,,,,,,,,
manispaa ya temeke,temeke,yombo vituka,mkamba mashombo abtwalib,1,3563,1459,,,3563,,,,,,,,,,,,,,
mji wa babati,babati mjini,babati,abubakar peter haluley,1,53,1490,,,,,53,,,,,,,,,,,,
mji wa babati,babati mjini,babati,edwin felician qulla,1,1092,1495,,,1092,,,,,,,,,,,,,,
mji wa babati,babati mjini,babati,farah mohamed omar,1,2292,1496,,2292,,,,,,,,,,,,,,,
mji wa babati,babati mjini,bagara,christopher anthony shemahonge,1,1733,1494,,,1733,,,,,,,,,,,,,,
mji wa babati,babati mjini,bagara,ombay andrea peter,1,3740,1502,,3740,,,,,,,,,,,,,,,
mji wa babati,babati mjini,bonga,ayubu gwangway gilaka,1,259,1493,,,259,,,,,,,,,,,,,,
mji wa babati,babati mjini,bonga,kwerah yusuph kwerah,1,115,1498,,,,,115,,,,,,,,,,,,
mji wa babati,babati mjini,bonga,siay pasian aloyce,1,1885,1507,,1885,,,,,,,,,,,,,,,
mji wa babati,babati mjini,maisaka,halima omary kinyangaa,1,475,1497,,,,,,,,,,,,,,,,,475
mji wa babati,babati mjini,maisaka,mungwe ramadhan mohamed,1,1238,1500,,1238,,,,,,,,,,,,,,,
mji wa babati,babati mjini,mutuka,adam juma suglay,1,345,1491,,,345,,,,,,,,,,,,,,
mji wa babati,babati mjini,mutuka,yona qaduwe wawo,1,919,1508,,919,,,,,,,,,,,,,,,
mji wa babati,babati mjini,nangara,amani hiiti gewe,1,140,1492,,,140,,,,,,,,,,,,,,
mji wa babati,babati mjini,nangara,nada siasi oye,1,1241,1501,,1241,,,,,,,,,,,,,,,
mji wa babati,babati mjini,nangara,rabisante eliaika munisi,1,580,1504,,,,,,,,,,,,,,580,,,
mji wa babati,babati mjini,sigino,pallangyo abraham ndewario,1,517,1503,,,517,,,,,,,,,,,,,,
mji wa babati,babati mjini,sigino,ramadhani ami siasi,1,1736,1505,,1736,,,,,,,,,,,,,,,
mji wa babati,babati mjini,singe,moses archibald andrea,1,1141,1499,,1141,,,,,,,,,,,,,,,
mji wa babati,babati mjini,singe,ramadhani rashidi kwaan'gw,1,797,1506,,,797,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kibaha,abduna mwinyimgaya lwinde,1,46,1509,,,,,46,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kibaha,nangulukuta said ahmad,1,1633,1538,,1633,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kibaha,patrick kinunda yasinti,1,947,1539,,,947,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kongowe,chambuso saidi mohamedi,1,160,1514,,,,,160,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kongowe,geofrey kelvin matengelele,1,813,1516,,,813,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kongowe,kaganda laurent raphael,1,20,1519,,,,,,,,,20,,,,,,,,
mji wa kibaha,kibaha mjini,kongowe,mpili mohamedi saidi,1,21,1532,,,,,,21,,,,,,,,,,,
mji wa kibaha,kibaha mjini,kongowe,mwinyi selemani kiyange,1,41,1536,,,,,,,,,,,,,,,,,41
mji wa kibaha,kibaha mjini,kongowe,sloom said bagumesh,1,1912,1541,,1912,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mailimoja,lugan0 andrew mwakigali,1,2004,1523,,2004,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mailimoja,mary deo liti,1,1783,1524,,,1783,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mailimoja,mohamedy saidy libii,1,143,1530,,,,,143,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mbwawa,gandi salum yusuph,1,439,1515,,,439,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mbwawa,mwaipopo kessy jumanne,1,543,1535,,543,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,misugusugu,bilali bakari hassani,1,194,1512,,,,,194,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,misugusugu,mkomambo addhu dadi,1,915,1527,,915,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mkuza,ally yusuph mkumbukwa,1,53,1510,,,,,53,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mkuza,bariki john mkumbo,1,5,1511,,,,,,,,,,,,5,,,,,
mji wa kibaha,kibaha mjini,mkuza,bumija moses senkondo,1,1303,1513,,,1303,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mkuza,kingwande mwanahamisi ally,1,11,1521,,,,,,11,,,,,,,,,,,
mji wa kibaha,kibaha mjini,mkuza,mkuwili issa mohamed,1,1371,1528,,1371,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,msangani,mlowe leonard stanford,1,837,1529,,837,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,msangani,namnuma athumani mohamedi,1,515,1537,,,515,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,pangani,hamis hugo mulewa,1,163,1517,,,163,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,pangani,isaya charles kitila,1,39,1518,,,,,,,,,,,,39,,,,,
mji wa kibaha,kibaha mjini,pangani,kiongoli mwanaidi maliki,1,907,1522,,907,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,pangani,muhidin rashid mwinyi,1,66,1534,,,,,66,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,picha ya ndege,kidobele bosco mfundo,1,1537,1520,,,1537,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,picha ya ndege,mbonde yusufu mussa,1,1490,1525,,1490,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,picha ya ndege,mchukwa mikui mweke,1,34,1526,,,,,34,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,tumbi,mpili karimu mohamedi,1,72,1531,,,,,72,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,tumbi,mtoro john katele,1,1617,1533,,1617,,,,,,,,,,,,,,,
mji wa kibaha,kibaha mjini,tumbi,rajab mbena makala,1,1809,1540,,,1809,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,kilole,angelo lazaro bendera,1,1291,1543,,1291,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,kilole,charles jonas mgallah,1,589,1546,,,589,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,kwa msisi,abdi sefu mhunga,1,163,1542,,,163,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,kwa msisi,athuman saidi chamhingo,1,54,1544,,,,,54,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,kwa msisi,nassoro mohamedi hassani,1,1085,1555,,1085,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,magunga,ezekieli jonh mbwilo,1,169,1548,,,169,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,magunga,mariam stephen ngonyani,1,910,1553,,910,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,magunga,omari athumani sebarua,1,46,1556,,,,,46,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,manundu,bago robert william,1,2958,1545,,2958,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,manundu,josephati laulence nchaaga,1,56,1550,,,,,,,,,,,,56,,,,,
mji wa korogwe,korogwe mjini,manundu,kahambi shabani kahambi,1,226,1552,,,,,226,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,manundu,swai ernest ndesamburo,1,949,1560,,,949,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,mgombezi,juma ally alfani,1,68,1551,,,,,68,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,mgombezi,matula isaka kwingwa,1,88,1554,,,88,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,mgombezi,omari kassim chafesi,1,1172,1557,,1172,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,mtonga,eliya yoram mwangibile,1,181,1547,,,181,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,mtonga,francis martin komba,1,1416,1549,,1416,,,,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,old korogwe,saburi ally ahmed,1,361,1558,,,,,361,,,,,,,,,,,,
mji wa korogwe,korogwe mjini,old korogwe,seif burhani mshindo,1,1376,1559,,1376,,,,,,,,,,,,,,,
mji wa lindi,lindi mjini,chikonji,liteleko masudi abdalah,1,951,1575,,,,,951,,,,,,,,,,,,
mji wa lindi,lindi mjini,chikonji,mkwindinga hamisi isumaili,1,887,1588,,887,,,,,,,,,,,,,,,
mji wa lindi,lindi mjini,chikonji,shaibu nassoro mnyanga,1,29,1601,,,,,,,,29,,,,,,,,,
